batch_id,speech_key,reference_role,source_review_status,audio_review_status,english_text,filipino_text,staged_audio_path,duration_seconds,sha256,review_notes
batch-002,lesson-6-demo-where-hen,instruction,approved,approved,"The sentence says in a hut. Choose In a hut.","Nasa loob ng kubo ang sinasabi ng pangungusap. Piliin ang nasa loob ng kubo.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/demo/lesson-6-demo-where-hen.wav,6.560,8431facacb8aebdf12d5ae7a3ea45aec54684e2dea2bd27a675a137149e0dae3,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-correct-where-hen,result,approved,approved,"That is correct. The hen is in a hut.","Tama. Nasa loob ng kubo ang inahin.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/correct/lesson-6-correct-where-hen.wav,4.000,5838b7a247b43fb33746acb342169b4f67c4ab1505ff5f9215dd3e8ac73e219d,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-question-when-lito,question,approved,approved,"When can Lito run?","Kailan maaaring tumakbo si Lito?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/question/lesson-6-question-when-lito.wav,2.400,22bb2b0b224290e96c9e8292170acfb164cddfd603e43e77868bc52ef961bc99,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-guided-when-lito,instruction,approved,approved,"Look at the highlighted time. When can Lito run?","Tingnan ang oras na naka-highlight. Kailan maaaring tumakbo si Lito?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/guided/lesson-6-guided-when-lito.wav,4.640,9c491d4b0c520cf29677fa336e1364fec53e931784b8d7e0b3353835825ee79c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-demo-when-lito,instruction,approved,approved,"The sentence says at noon. Choose At noon.","Sa tanghali ang sinasabi ng pangungusap. Piliin ang sa tanghali.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/demo/lesson-6-demo-when-lito.wav,5.280,e0c0356564511f5560c8c4b987d58839f9c05091ee0583d8a13802ddb17bf975,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-correct-when-lito,result,approved,approved,"That is correct. Lito can run at noon.","Tama. Maaaring tumakbo si Lito sa tanghali.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/correct/lesson-6-correct-when-lito.wav,3.520,ed5a07959c3898cdbd59174c67b3784cd852e665abc707297602866bfc512c4e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-question-when-nena,question,approved,approved,"When can Nena nap?","Kailan maaaring umidlip si Nena?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/question/lesson-6-question-when-nena.wav,2.400,683e5659fe6e5c1abc848c8a294e303a1ace03af8974ab68c8298a2905f66ced,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-guided-when-nena,instruction,approved,approved,"Look at the highlighted time. When can Nena nap?","Tingnan ang oras na naka-highlight. Kailan maaaring umidlip si Nena?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/guided/lesson-6-guided-when-nena.wav,4.640,282c266724d1b81a3aad49053199810a5e1f5680f5cdc4a7df3430d27919c216,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-demo-when-nena,instruction,approved,approved,"The sentence says at ten. Choose At ten.","Sa alas-diyes ang sinasabi ng pangungusap. Piliin ang sa alas-diyes.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/demo/lesson-6-demo-when-nena.wav,6.240,7da6a935a45052f630c16cd34ae35f426759b12f9620cad75a191ba69863be50,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-correct-when-nena,result,approved,approved,"That is correct. Nena can nap at ten.","Tama. Maaaring umidlip si Nena sa alas-diyes.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/correct/lesson-6-correct-when-nena.wav,4.640,3ad9af3fb71343c0d62207f4e160e9bbb6f261aacca57c06ebbc72b3bb24d029,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-question-why-mila,question,approved,approved,"Why is Mila wet?","Bakit basa si Mila?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/question/lesson-6-question-why-mila.wav,1.440,5e8403fb69ff5fc81876704ce74a0179eb631c52dddead125672cf0bf5b70e09,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-guided-why-mila,instruction,approved,approved,"Look at the highlighted reason. Why is Mila wet?","Tingnan ang dahilan na naka-highlight. Bakit basa si Mila?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/guided/lesson-6-guided-why-mila.wav,3.200,ce06ece36763881d961a888c1a907e6b434d1ba1c7e89a64a0827a78d8b32eeb,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-demo-why-mila,instruction,approved,approved,"The sentence says rain made Mila wet. Choose Rain.","Nabasa si Mila dahil sa ulan. Piliin ang ulan.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/demo/lesson-6-demo-why-mila.wav,4.960,e17d1e12e3177c5c198bf4a895b1d41f6a7dbb787a9ad6af6e635fdbec8d262e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-correct-why-mila,result,approved,approved,"That is correct. Rain made Mila wet.","Tama. Nabasa si Mila dahil sa ulan.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/correct/lesson-6-correct-why-mila.wav,3.520,daacaa73ddb213c96498f51ca7097420e356efa18fe57c71dc149452ae6afddc,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-question-why-tino,question,approved,approved,"Why is Tino sad?","Bakit malungkot si Tino?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/question/lesson-6-question-why-tino.wav,1.760,3002933a87bbb0fe44356d03daaace50fb801eaec61f1043d47b1a8390b541c0,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-guided-why-tino,instruction,approved,approved,"Look at the highlighted reason. Why is Tino sad?","Tingnan ang dahilan na naka-highlight. Bakit malungkot si Tino?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/guided/lesson-6-guided-why-tino.wav,4.000,00151f220993c1617b36f4acadd13270a16561dc90f23a09122fb36b910b13ac,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-demo-why-tino,instruction,approved,approved,"The sentence says a cut made Tino sad. Choose A cut.","Nalungkot si Tino dahil sa sugat. Piliin ang sugat.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/demo/lesson-6-demo-why-tino.wav,4.960,53f22e8bcd2e01fb0f990ae8e82eead7ca8e23d3c201c4b336587e49f0d6a4f2,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-6-correct-why-tino,result,approved,approved,"That is correct. A cut made Tino sad.","Tama. Nalungkot si Tino dahil sa sugat.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-6/correct/lesson-6-correct-why-tino.wav,3.520,d27b7ed01bccbbee858c23907e08dd02e9c56d789b1aa6f91c2a4231d6648eb1,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-parade-opening,instruction,approved,approved,"Oh no. A playful gust scattered the little letters before the parade. Will you help me bring each one back to its big-letter partner?","Naku. Ikinalat ng mapaglarong hangin ang maliliit na letra bago ang parada. Tutulungan mo ba akong ibalik ang bawat isa sa kapareha nitong malaking letra?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/opening.wav,10.400,4aad4162a58cc981db2689f620278eb44e4f765fcd80274fdc0393f1109c82ff,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-find-a,question,approved,approved,"Big A is waiting under the apple arch. Can you find little a?","Naghihintay ang malaking A sa ilalim ng arkong may mansanas. Mahahanap mo ba ang maliit na a?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/find-a.wav,6.720,87ffd71d52b3dc6c6c60ef662bbb0074f63cdbe0a7ce7bbf397de0fc03c457ab,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-find-b,question,approved,approved,"Now the balloon float is bobbing away. Find little b so big B has a partner.","Umaindayog na ang float na may lobo. Hanapin ang maliit na b upang magkaroon ng kapareha ang malaking B.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/find-b.wav,8.160,1bf7ea12a1b81204694359a6d3a8ae8b89c1152d0d0a70eed0530a12976d78d5,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-find-c,question,approved,approved,"The curved banner is rolling across the road. Can you spot little c?","Gumugulong sa daan ang pakurbang banderitas. Makikita mo ba ang maliit na c?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/find-c.wav,6.080,863bf533f2a5ef51876cedadf4893e52e53ed38e9598ed4ba4f0c6a368e79370,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-find-d,question,approved,approved,"Listen to the drum cart bounce. Find little d beside big D.","Pakinggan ang karitong may tambol. Hanapin ang maliit na d sa tabi ng malaking D.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/find-d.wav,5.920,c790f653062c7240017939bdd4f4c35fd540f2888c6b5c646804fc3007164e21,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-find-e,question,approved,approved,"One last parade wagon is coming. Find little e so every pair can march together.","Paparating na ang huling karosa. Hanapin ang maliit na e upang magkasamang makapagparada ang bawat pares.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/find-e.wav,7.200,5df52b39bf01ddf1ad92621bcb1d3ae7d1497512d108717b8a6d254da0a5cbc9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,learn-with-clara-letters-parade-finale,result,approved,approved,"We found every little letter. A, B, C, D, and E are together. The Letter Parade can begin.","Nahanap natin ang lahat ng maliliit na letra. Magkakasama na ang A, B, C, D, at E. Maaari nang magsimula ang Letter Parade.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/learn-with-clara/letters/parade/finale.wav,11.520,af5320a2e63585b7916c8cdfbbc3b00c2c6459c23a4a5899af88c3de0e82f537,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-intro,introduce,approved,approved,"Hi. I am happy you are here. Let us get ready to read together.","Kumusta. Masaya akong narito ka. Maghanda tayong magbasa nang magkasama.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lesson-intro/lesson-intro.wav,5.920,fd7598f8c219b0efb80e4238630cb9957e4c0d488a450f62d266c14711e4e5e5,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-1,instruction,approved,approved,"Look at the big letter and the small letter. Say their letter name.","Tingnan ang malaking letra at maliit na letra. Sabihin ang pangalan ng letra.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-1/lesson-1-mission-1.wav,6.880,85ad4b4c23b4b6152f36cfa626e9499e796fea73b0c82aa87a4f4809366d7ce1,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-2,instruction,approved,approved,"Find the first letter in the word. Say its letter name.","Hanapin ang unang letra ng salita. Sabihin ang pangalan nito.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-2/lesson-1-mission-2.wav,4.640,a66c85f0e0575ad1b61cf769c9552020cdf50eee8a81194185b4da483e7317a9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-3,instruction,approved,approved,"Find the missing first letter. Say the letter that completes the word.","Hanapin ang nawawalang unang letra. Sabihin ang letrang kukumpleto sa salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-3/lesson-1-mission-3.wav,6.560,cc9b5877e274f0b6bac9540140a76441efbf14bc81047a77a0330d8553e28559,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-complete,result,approved,approved,"Lesson one is complete. You are a Letter Leader.","Tapos na ang unang aralin. Isa ka nang Letter Leader.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/completion/lesson-1-complete.wav,4.640,46dd09d593aa857da781b3e3856f7a15789194a6091f0bc2bb8e08f1643c5d77,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-2-mission-1,instruction,approved,approved,"Read the word you see. Say the whole word.","Basahin ang salitang nakikita mo. Sabihin ang buong salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-2/mission-1/lesson-2-mission-1.wav,4.480,393b9e4b21c0a07ff425bef73ce4505997f844db6699bb43b0ce6410a69723d4,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-2-mission-2,instruction,approved,approved,"Look at the sentence. Find the highlighted word, then say that word.","Tingnan ang pangungusap. Hanapin ang salitang naka-highlight, saka sabihin ang salitang iyon.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-2/mission-2/lesson-2-mission-2.wav,8.160,906cc4703c5433340fc9401916608371a2435c63b5ab823928a59d11d12c5d5a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-2-complete,result,approved,approved,"Lesson two is complete. You are a Word Wizard.","Tapos na ang ikalawang aralin. Isa ka nang Word Wizard.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-2/completion/lesson-2-complete.wav,4.320,a9849438a0ba1df216f777a0af995ab2b9dcfb58d29981d0baba85a274b467b9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-3-mission-1,instruction,approved,approved,"Read the phrase you see. Say all the words together.","Basahin ang pariralang nakikita mo. Sabihin nang magkakasama ang lahat ng salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-3/mission-1/lesson-3-mission-1.wav,5.280,b7b69f59eca0bf8406d19ce2cf2b5baf00defd865f9384a45b0514529c1ce703,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-3-complete,result,approved,approved,"Lesson three is complete. You are a Phrase Pro.","Tapos na ang ikatlong aralin. Isa ka nang Phrase Pro.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-3/completion/lesson-3-complete.wav,3.520,2d2132866c6fcd8b03f9f1a616b15d7860d9ef3b4a32f0059fe1f6aba9d4f561,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-4-mission-1,instruction,approved,approved,"Read the sentence you see. Say all the words from beginning to end.","Basahin ang pangungusap na nakikita mo. Sabihin ang lahat ng salita mula simula hanggang wakas.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-4/mission-1/lesson-4-mission-1.wav,7.360,d2292419fc61c11edc8ebf1e5822bdbe0a931d37b4833c60ad3a0b17e5c539e0,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-4-complete,result,approved,approved,"Lesson four is complete. You are a Sentence Star.","Tapos na ang ikaapat na aralin. Isa ka nang Sentence Star.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-4/completion/lesson-4-complete.wav,4.640,e905a5f8bd4060cab53bda2738dc7d4c76e26e09ef2bfb82cfc538089f302f07,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-5-mission-1,instruction,approved,approved,"Read the passage from beginning to end. Take your time and say every word.","Basahin ang teksto mula simula hanggang wakas. Huwag magmadali at sabihin ang bawat salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-5/mission-1/lesson-5-mission-1.wav,7.200,864dfd7fdc74a79d4e403644f0fb74ba21b88d620fd412f03d178231312174cf,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-5-complete,result,approved,approved,"Lesson five is complete. You are a Passage Explorer.","Tapos na ang ikalimang aralin. Isa ka nang Passage Explorer.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-5/completion/lesson-5-complete.wav,4.480,8f8a9d9f279596805d9ef8a660f0156c961730ac40d52d85ec6ebc2d9b1377ea,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-orientation,instruction,approved,approved,"Let us check your microphone. Say ready, then listen to your recording.","Suriin natin ang iyong mikropono. Sabihin ang ready, saka pakinggan ang iyong recording.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-1/orientation/assessment-orientation.wav,6.240,63d9b7517d130ed7b3e42f5317f41c67fec0f81d1d66331950fda434858ba278,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-letters,instruction,approved,approved,"Say the letter you see. Listen to your voice before you submit.","Sabihin ang letrang nakikita mo. Pakinggan ang iyong boses bago isumite.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-1/task-1a/assessment-letters.wav,5.440,147b53ad92f709539d85ab4160bce9d9bce3efe6716ae5ad8230c2a203e6ed4e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-rhymes,question,approved,approved,"Look at both words. Choose yes if they rhyme, or no if they do not.","Tingnan ang dalawang salita. Piliin ang yes kung magkatugma ang tunog, o no kung hindi.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-1/task-2a/assessment-rhymes.wav,7.360,636243cb818aba942a9ef7645feb510de2ae4e574298489ad011689b69169fda,"Approved by the product owner after listening review on 2026-08-09."
